notification_id,patient_id,channel,type,message,sent_at,status
NTF0017805,PTNS114,WhatsApp,FollowUp,Animi quasi omnis iure qui veniam.,2025-08-08 10:23:18,Delivered
NTF0017806,PTNCB068,Push,PaymentDue,Quia quis vel soluta ab voluptatum libero necessitatibus molestias illum.,2025-06-30 21:24:25,Delivered
NTF0017807,PTNC289,WhatsApp,ReportReady,Qui culpa harum saepe magni dolore nam soluta.,2025-07-05 02:38:13,Delivered
NTF0017808,PTNS085,WhatsApp,ReportReady,Recusandae nam molestias quis cumque odit porro natus dolore dolorem.,2026-01-03 02:42:38,Delivered
NTF0017809,PTNCB218,Push,FollowUp,Beatae id commodi minus aperiam atque iste.,2025-10-25 15:51:58,Delivered
NTF0017810,PTNTN332,WhatsApp,PaymentDue,Exercitationem sequi ratione laborum explicabo voluptatem iste cupiditate laudantium.,2025-10-07 10:51:36,Failed
NTF0017811,PTNTN230,WhatsApp,FollowUp,Placeat vel laborum suscipit ex voluptatibus animi at.,2026-01-10 17:49:47,Delivered
NTF0017812,PTNH375,SMS,ReportReady,Officiis sunt minima quas molestiae optio animi laboriosam adipisci ipsa aperiam.,2026-01-23 17:03:30,Pending
NTF0017813,PTNT436,Push,AppointmentReminder,Repudiandae doloremque laboriosam aliquid illum animi recusandae ad magni incidunt.,2026-03-04 12:42:02,Delivered
NTF0017814,PTNCB095,Push,ReportReady,Porro debitis quibusdam similique molestias dolorem odit nemo.,2025-12-24 17:01:03,Delivered
NTF0017815,PTNE260,SMS,VaccinationDue,Eius placeat praesentium similique sapiente incidunt ducimus laboriosam sed impedit molestiae fugiat tempore.,2026-03-18 01:47:43,Delivered
NTF0017816,PTNTN494,Push,ReportReady,Iste perferendis repudiandae dolorum vero blanditiis dolor quod id occaecati.,2026-06-11 03:27:28,Delivered
NTF0017817,PTNM125,Email,Promotion,Neque iusto quia rerum velit nulla ullam vitae impedit laborum sapiente.,2026-02-13 13:46:18,Delivered
NTF0017818,PTNS022,SMS,AppointmentReminder,Earum nisi consequatur dignissimos nulla maiores autem totam ipsam nostrum architecto.,2026-03-29 19:08:56,Failed
NTF0017819,PTNE491,Email,AppointmentReminder,Quos iure vitae fugiat ad cupiditate.,2025-09-28 15:26:02,Delivered
NTF0017820,PTNC033,WhatsApp,VaccinationDue,Error mollitia maiores mollitia accusamus eius iusto suscipit saepe corporis iure quam.,2025-11-21 10:10:20,Delivered
NTF0017821,PTNT320,SMS,Promotion,Et a doloribus nesciunt sunt possimus reiciendis quo est accusantium omnis.,2026-03-17 11:10:07,Delivered
NTF0017822,PTNM228,WhatsApp,FollowUp,Eaque quasi iusto laudantium possimus repudiandae corrupti.,2025-11-01 09:25:50,Delivered
NTF0017823,PTNTN489,SMS,ReportReady,Enim cum maiores numquam eos distinctio molestias.,2026-04-06 14:15:57,Pending
NTF0017824,PTNTN009,SMS,ReportReady,Sed odit ab dicta illum ab culpa voluptas voluptatem.,2026-03-17 17:10:01,Delivered
NTF0017825,PTNC095,SMS,PaymentDue,Esse fuga consequatur repellendus accusamus eius.,2026-05-03 09:55:45,Delivered
NTF0017826,PTNCB006,Email,PaymentDue,Quos ipsa sit officiis sed atque rerum natus.,2026-05-28 10:16:41,Delivered
NTF0017827,PTNTJ214,Push,ReportReady,Velit vero quod dolorem ut similique adipisci.,2025-07-19 03:03:26,Delivered
NTF0017828,PTNT439,Push,VaccinationDue,Error quam quod ab quam nam assumenda.,2026-05-02 15:18:18,Delivered
NTF0017829,PTNS269,Push,ReportReady,Dolor praesentium hic quibusdam veniam nulla tempore atque enim.,2026-05-22 09:52:40,Delivered
NTF0017830,PTNS067,SMS,Promotion,At odio qui corporis dignissimos aperiam illum iure alias iusto.,2026-03-29 05:06:19,Delivered
NTF0017831,PTNT336,SMS,FollowUp,Laboriosam harum architecto mollitia harum quod at.,2025-12-25 20:54:51,Delivered
NTF0017832,PTNTN282,SMS,VaccinationDue,Facilis reiciendis ipsum dolore earum dolor natus neque consequatur veniam minus ex.,2026-02-08 01:22:07,Delivered
NTF0017833,PTNV303,WhatsApp,PaymentDue,Quasi consectetur mollitia ipsa totam laudantium cumque error accusamus placeat nam illum.,2025-11-26 15:12:37,Delivered
NTF0017834,PTNTJ310,Push,PaymentDue,Molestiae nulla odio accusantium quod atque recusandae fuga doloremque magni explicabo.,2026-02-14 11:07:25,Delivered
NTF0017835,PTNE389,SMS,AppointmentReminder,Doloribus doloribus facilis neque laboriosam doloremque aperiam velit nam quia ex a.,2026-03-26 10:59:33,Delivered
NTF0017836,PTNV430,WhatsApp,ReportReady,Sit distinctio sint dolor dolorem repudiandae sit fugit ducimus incidunt.,2026-03-25 00:18:28,Delivered
NTF0017837,PTNE427,WhatsApp,VaccinationDue,Placeat reiciendis magni corporis aliquid a aliquam odio aliquid explicabo aut.,2025-10-24 19:02:16,Delivered
NTF0017838,PTNH404,WhatsApp,AppointmentReminder,Nisi laudantium ipsam aspernatur consectetur aut id.,2026-01-26 16:36:40,Pending
NTF0017839,PTNTJ082,WhatsApp,FollowUp,Beatae voluptatum libero sapiente totam sit minima magni commodi voluptatibus labore.,2025-06-17 11:54:52,Delivered
NTF0017840,PTNH032,SMS,ReportReady,Sint consequatur rerum qui eaque neque non.,2026-05-16 18:28:07,Delivered
NTF0017841,PTNTN368,SMS,VaccinationDue,Sint sint omnis natus reprehenderit alias incidunt animi.,2025-10-07 22:44:24,Delivered
NTF0017842,PTNE439,WhatsApp,ReportReady,Magnam sed qui eum nulla accusantium distinctio asperiores iste illum natus officia numquam.,2025-07-08 14:57:44,Delivered
NTF0017843,PTNE228,Email,PaymentDue,At libero debitis accusamus modi iusto neque odit asperiores voluptatibus.,2026-05-22 18:55:18,Delivered
NTF0017844,PTNM036,Email,VaccinationDue,Nostrum numquam veniam nemo at adipisci facilis labore placeat similique magni.,2025-10-12 22:56:49,Delivered
NTF0017845,PTNC258,Email,Promotion,Necessitatibus amet quae eligendi tempore minima nemo.,2025-10-01 01:59:48,Delivered
NTF0017846,PTNM482,SMS,ReportReady,Fuga consectetur sit pariatur necessitatibus eaque.,2026-03-02 01:45:55,Delivered
NTF0017847,PTNTN173,Email,FollowUp,In cum excepturi aut occaecati praesentium id assumenda ipsum labore facere ratione.,2025-10-29 15:42:25,Delivered
NTF0017848,PTNM476,WhatsApp,ReportReady,Possimus at consequuntur repellat natus porro.,2026-04-08 21:11:25,Delivered
NTF0017849,PTNCB375,WhatsApp,ReportReady,Vero hic fugit deserunt corporis quo repellat modi itaque laborum illum reiciendis deleniti ipsa.,2026-05-31 23:09:17,Delivered
NTF0017850,PTNS447,Push,PaymentDue,Fuga quas necessitatibus quos impedit qui.,2025-10-10 20:57:21,Failed
NTF0017851,PTNM213,Email,FollowUp,Et in itaque voluptatibus expedita ipsa natus at.,2026-01-22 13:27:46,Pending
NTF0017852,PTNH240,SMS,FollowUp,Repellendus deleniti reiciendis modi consequuntur veritatis eius reiciendis unde debitis.,2025-10-30 15:40:21,Delivered
NTF0017853,PTNT465,SMS,PaymentDue,Mollitia commodi dicta modi nulla fugit praesentium qui.,2026-05-23 16:25:19,Delivered
NTF0017854,PTNV329,Email,Promotion,Quia ut natus nostrum perferendis amet dignissimos reprehenderit ullam porro explicabo maiores vitae.,2026-05-04 19:33:56,Delivered
NTF0017855,PTNS369,SMS,AppointmentReminder,Consectetur iste perspiciatis quos nostrum similique corrupti.,2026-06-02 12:35:34,Delivered
NTF0017856,PTNS252,Email,AppointmentReminder,Nisi ea magni maxime voluptatum incidunt.,2026-05-07 12:09:29,Failed
NTF0017857,PTNTJ421,SMS,VaccinationDue,Accusantium excepturi deserunt odit modi unde veritatis consectetur velit id.,2026-05-19 02:03:54,Delivered
NTF0017858,PTNTJ155,SMS,PaymentDue,Explicabo quo consequuntur iure quae nihil.,2026-03-16 11:11:34,Delivered
NTF0017859,PTNS109,WhatsApp,PaymentDue,Rerum dolorum eius voluptate porro exercitationem odio ab tempora minima earum et eum.,2025-09-09 18:37:00,Delivered
NTF0017860,PTNTJ174,Push,PaymentDue,Ad dolor sit asperiores impedit dolorum alias omnis quas debitis non illo.,2026-03-25 02:49:49,Delivered
NTF0017861,PTNM024,SMS,VaccinationDue,Totam voluptatibus beatae asperiores ipsam facilis a soluta explicabo facilis velit.,2026-02-13 05:19:28,Pending
NTF0017862,PTNS428,SMS,VaccinationDue,Id ipsum ab sequi ratione unde possimus totam reprehenderit expedita omnis doloribus sint.,2026-02-08 13:28:39,Delivered
NTF0017863,PTNT272,WhatsApp,FollowUp,Expedita perspiciatis ut sunt fugiat fugit.,2025-09-02 21:44:38,Delivered
NTF0017864,PTNM161,WhatsApp,ReportReady,Repellendus repellendus deserunt libero totam error praesentium mollitia praesentium enim accusamus.,2026-05-22 23:43:51,Failed
NTF0017865,PTNCB176,WhatsApp,AppointmentReminder,Culpa culpa delectus voluptate omnis sed facilis at.,2026-01-07 15:56:25,Delivered
NTF0017866,PTNV065,Email,AppointmentReminder,Occaecati quasi unde repellat rerum esse ipsam illum odit.,2025-12-12 17:55:21,Delivered
NTF0017867,PTNV435,Push,FollowUp,Officia accusamus eos magni officiis deleniti nostrum ea corporis porro nisi modi.,2026-04-09 14:23:58,Delivered
NTF0017868,PTNE475,SMS,Promotion,Sit tempora unde asperiores quas repudiandae tenetur pariatur.,2025-12-23 11:39:28,Delivered
NTF0017869,PTNV299,SMS,VaccinationDue,Atque at assumenda repellendus quae quia nihil facilis alias ipsa aut possimus.,2026-03-19 13:53:13,Delivered
NTF0017870,PTNT287,Email,AppointmentReminder,Voluptates ipsa laborum architecto architecto maiores doloremque est officia necessitatibus perspiciatis possimus deleniti.,2026-05-18 22:26:58,Pending
NTF0017871,PTNM276,Email,AppointmentReminder,Consequuntur ut maxime molestias iusto exercitationem eaque dolor esse iste.,2026-01-02 15:19:36,Delivered
NTF0017872,PTNC417,Push,Promotion,Animi blanditiis eos molestias officia enim possimus dolorum.,2026-01-02 19:09:34,Delivered
NTF0017873,PTNCB355,Push,VaccinationDue,Tenetur blanditiis dignissimos sit consectetur nisi impedit.,2025-09-25 05:05:01,Delivered
NTF0017874,PTNE203,Email,VaccinationDue,Deserunt fugit debitis ex harum veniam quidem.,2025-08-06 12:43:49,Delivered
NTF0017875,PTNE123,WhatsApp,FollowUp,Odit eum facere in ratione eligendi blanditiis totam at.,2026-01-07 02:45:00,Delivered
NTF0017876,PTNS296,SMS,Promotion,Quia nam reprehenderit error assumenda iure atque a.,2025-11-07 06:16:51,Delivered
NTF0017877,PTNV082,SMS,AppointmentReminder,Rem nihil accusantium architecto occaecati aliquam facere officiis fuga.,2025-12-28 06:15:49,Delivered
NTF0017878,PTNTN434,WhatsApp,PaymentDue,Corporis temporibus consectetur ea neque ex nobis aperiam laudantium voluptates eius.,2025-10-09 16:37:10,Delivered
NTF0017879,PTNCB304,WhatsApp,FollowUp,Iusto ipsam iure necessitatibus quis voluptatem quasi suscipit nulla.,2026-02-18 23:18:13,Delivered
NTF0017880,PTNTN044,WhatsApp,FollowUp,Pariatur doloribus similique consequatur at facilis.,2026-02-02 11:02:03,Delivered
NTF0017881,PTNV261,Push,FollowUp,Fuga corporis doloremque sapiente quam cumque excepturi eos officiis ad eos.,2025-08-17 06:32:46,Delivered
NTF0017882,PTNM129,Email,VaccinationDue,Molestiae quis aperiam quo sunt ipsa.,2026-02-09 20:52:30,Delivered
NTF0017883,PTNCB178,SMS,VaccinationDue,Sit cupiditate repellendus deserunt excepturi mollitia libero alias voluptas voluptatem.,2026-05-12 01:26:09,Delivered
NTF0017884,PTNS003,Push,VaccinationDue,Nam qui reprehenderit soluta quam exercitationem voluptate quam ipsam nesciunt dolorum.,2026-04-28 12:07:46,Delivered
NTF0017885,PTNH318,Email,FollowUp,Distinctio numquam non nihil ea asperiores.,2026-06-02 14:34:30,Delivered
NTF0017886,PTNC440,Email,ReportReady,Quae veritatis error officia sint sint inventore impedit error impedit saepe.,2025-08-02 10:23:57,Delivered
NTF0017887,PTNCB209,SMS,VaccinationDue,Harum facere rerum corporis aut doloribus pariatur nisi ipsa porro ut ea.,2025-11-03 12:40:15,Failed
NTF0017888,PTNT494,Email,FollowUp,Ea consequatur voluptatem sed et totam aspernatur nihil nostrum magni magnam error.,2026-04-03 15:21:42,Delivered
NTF0017889,PTNCB321,SMS,VaccinationDue,Fuga optio minus rem alias laborum maiores fugiat.,2026-01-05 01:06:13,Delivered
NTF0017890,PTNH062,Email,PaymentDue,Veritatis voluptatum consectetur ut corporis facere modi.,2025-07-14 10:42:32,Delivered
NTF0017891,PTNT308,SMS,FollowUp,Eius temporibus autem ipsum laborum ratione sequi.,2025-11-19 23:00:03,Delivered
NTF0017892,PTNM468,Push,ReportReady,Dolorem ipsam officiis voluptatibus nobis repudiandae porro perspiciatis porro voluptates excepturi.,2025-11-02 18:42:07,Delivered
NTF0017893,PTNH409,WhatsApp,Promotion,Eius nulla illo eaque delectus velit mollitia sint esse accusantium accusamus aspernatur.,2025-12-10 16:57:13,Delivered
NTF0017894,PTNCB230,WhatsApp,VaccinationDue,Autem magnam et dicta voluptate libero iure enim laborum.,2025-07-23 16:30:27,Delivered
NTF0017895,PTNM103,Push,Promotion,Aliquam minus hic molestiae nemo quas unde voluptas tempora unde voluptatum totam.,2026-01-03 19:59:48,Delivered
NTF0017896,PTNE428,Push,VaccinationDue,Nesciunt nemo excepturi officia quia quis.,2026-04-11 05:39:02,Pending
NTF0017897,PTNM391,SMS,VaccinationDue,Nobis eius veniam quisquam numquam praesentium.,2026-03-21 17:18:03,Delivered
NTF0017898,PTNE086,Push,VaccinationDue,Minima earum a necessitatibus corporis rem nihil excepturi quis rem magni placeat occaecati.,2026-02-13 16:28:15,Delivered
NTF0017899,PTNV001,Email,ReportReady,Velit veniam dolores at eos dicta nam libero placeat dolorum odio corporis.,2025-12-01 20:51:02,Delivered
NTF0017900,PTNC275,WhatsApp,AppointmentReminder,Illo illo repellendus doloremque recusandae quas.,2026-02-14 16:53:42,Delivered
NTF0017901,PTNM172,Push,ReportReady,Voluptas sit et tempora earum fugiat commodi possimus.,2025-07-04 16:13:09,Failed
NTF0017902,PTNTJ480,SMS,FollowUp,Accusantium inventore cumque corporis itaque omnis veritatis iure.,2026-03-29 16:20:18,Delivered
NTF0017903,PTNTN089,WhatsApp,Promotion,Nam laboriosam ex dolore ipsam dignissimos voluptatum nulla ipsam blanditiis.,2026-02-27 16:25:32,Delivered
NTF0017904,PTNTN261,SMS,FollowUp,Temporibus ipsam totam sunt molestias vero minima atque corporis.,2025-07-30 03:09:31,Delivered
NTF0017905,PTNH279,SMS,PaymentDue,Dolorum dolorum dolorem ut beatae pariatur neque odit eum velit quod exercitationem.,2025-11-17 21:30:54,Delivered
NTF0017906,PTNV102,Email,PaymentDue,Vero possimus corrupti debitis cumque occaecati id laudantium voluptate.,2026-05-08 05:20:39,Delivered
NTF0017907,PTNC254,WhatsApp,AppointmentReminder,Aperiam deserunt necessitatibus quis in distinctio.,2026-01-02 03:59:48,Delivered
NTF0017908,PTNC053,Push,FollowUp,Facilis consequuntur maxime ad quis voluptatem repudiandae hic.,2025-08-01 20:29:55,Failed
NTF0017909,PTNT200,SMS,ReportReady,Alias eaque enim commodi nostrum numquam ex eius vel corrupti.,2025-10-21 17:41:50,Delivered
NTF0017910,PTNC327,Push,PaymentDue,Nam expedita hic libero error deserunt.,2025-07-24 18:09:15,Delivered
NTF0017911,PTNH292,SMS,VaccinationDue,Ab a voluptate tenetur quam neque corrupti voluptas sed sapiente similique inventore mollitia.,2026-04-27 03:14:26,Pending
NTF0017912,PTNS180,SMS,VaccinationDue,Dolorem ad quos repudiandae voluptates minus fuga non.,2025-08-23 09:07:44,Delivered
NTF0017913,PTNT071,Email,PaymentDue,Aliquam assumenda odio numquam rerum illum ipsum commodi voluptate veritatis reiciendis necessitatibus ad.,2025-08-11 23:35:13,Pending
NTF0017914,PTNT319,Push,PaymentDue,Unde quae saepe possimus laboriosam voluptate sit enim labore corrupti eius vero quasi.,2026-01-29 03:03:43,Delivered
NTF0017915,PTNE014,WhatsApp,Promotion,Illo nemo beatae maxime repudiandae repellendus distinctio.,2025-11-20 22:40:15,Delivered
NTF0017916,PTNH304,SMS,VaccinationDue,Doloribus repellendus reprehenderit autem praesentium assumenda doloremque repellendus occaecati commodi perferendis consectetur.,2025-07-22 02:49:06,Pending
NTF0017917,PTNT302,SMS,FollowUp,Ratione excepturi vero alias incidunt saepe placeat laborum voluptate illum iure labore aspernatur.,2025-07-29 22:16:32,Delivered
NTF0017918,PTNCB458,Email,AppointmentReminder,Maxime iusto officia nihil eum quia ullam facilis fugiat dolorum.,2025-10-24 21:48:33,Delivered
NTF0017919,PTNM376,SMS,PaymentDue,Quibusdam accusamus at ut officiis maiores harum maxime incidunt repellendus.,2026-01-15 20:48:04,Delivered
NTF0017920,PTNTJ241,Email,AppointmentReminder,Fuga incidunt officia porro vitae aliquam tempore ipsam.,2026-03-10 22:08:29,Delivered
NTF0017921,PTNS312,Push,ReportReady,Impedit reprehenderit ipsa atque ea pariatur quos perspiciatis quo expedita.,2025-08-28 06:47:38,Delivered
NTF0017922,PTNC076,SMS,AppointmentReminder,Ratione enim voluptates velit amet voluptatum perferendis nobis veniam hic neque.,2025-07-31 21:42:30,Delivered
NTF0017923,PTNM231,WhatsApp,AppointmentReminder,Doloribus id eaque ullam expedita dicta cum labore earum aliquid.,2025-06-27 01:38:06,Delivered
NTF0017924,PTNH199,WhatsApp,PaymentDue,Facere voluptatibus ipsum suscipit aut quos error libero ab dolorum dignissimos.,2025-09-04 21:02:36,Delivered
NTF0017925,PTNTJ266,Email,ReportReady,Officia tempore aliquid tempora debitis accusantium explicabo.,2025-09-26 14:20:35,Failed
NTF0017926,PTNV028,Email,PaymentDue,Ex minima consequatur tempora recusandae molestiae autem neque eveniet est laudantium necessitatibus.,2025-09-03 09:55:31,Delivered
NTF0017927,PTNC093,Email,Promotion,Nihil molestiae molestiae qui repellendus aliquam quasi provident eius perspiciatis eligendi.,2026-01-20 12:05:05,Delivered
NTF0017928,PTNC224,Email,ReportReady,Tempora fugit quasi ducimus provident cupiditate non veritatis aliquid impedit porro.,2025-09-14 10:48:19,Delivered
NTF0017929,PTNM181,WhatsApp,Promotion,Quaerat quae voluptatem doloremque repudiandae nihil iusto earum repellat laudantium.,2026-04-10 18:14:39,Delivered
NTF0017930,PTNTN199,WhatsApp,PaymentDue,Veritatis quo id incidunt ipsum quo distinctio dolores a.,2025-12-17 16:20:16,Failed
NTF0017931,PTNTJ037,Email,FollowUp,Culpa non qui nihil maxime vitae quas nisi accusantium corrupti id iure.,2025-08-13 23:44:46,Delivered
NTF0017932,PTNTJ313,Email,VaccinationDue,Officiis repellendus voluptatibus laudantium culpa recusandae reprehenderit quos amet.,2026-06-08 03:39:20,Failed
NTF0017933,PTNV393,WhatsApp,AppointmentReminder,Sint cupiditate dolores voluptatem impedit doloremque in.,2026-05-28 12:42:52,Delivered
NTF0017934,PTNV283,Push,ReportReady,Nisi consectetur veniam ipsam occaecati suscipit eius.,2025-07-26 20:07:52,Delivered
NTF0017935,PTNM297,Push,AppointmentReminder,Architecto id tempora iusto facere sit dicta nesciunt assumenda iste atque.,2026-04-28 16:25:43,Pending
NTF0017936,PTNTN245,WhatsApp,VaccinationDue,Quis ipsam officia quisquam delectus quasi quasi vel nobis nesciunt.,2026-01-20 12:32:25,Delivered
NTF0017937,PTNTJ060,WhatsApp,FollowUp,Molestias delectus expedita sapiente fugiat odit eius occaecati.,2026-03-27 14:18:34,Delivered
NTF0017938,PTNV113,Email,AppointmentReminder,Eos nesciunt cupiditate provident amet blanditiis dolor vero totam.,2025-09-12 09:57:19,Delivered
NTF0017939,PTNC272,WhatsApp,PaymentDue,Suscipit ducimus soluta aliquam iste optio.,2025-11-05 15:30:10,Failed
NTF0017940,PTNS451,Push,VaccinationDue,Magni saepe distinctio laborum inventore deserunt laboriosam velit tempore non.,2025-06-23 19:49:10,Delivered
NTF0017941,PTNE202,Push,VaccinationDue,Numquam non blanditiis minus soluta eveniet porro ut ad quia quisquam hic.,2025-08-16 15:04:11,Delivered
NTF0017942,PTNT132,Email,AppointmentReminder,Eligendi excepturi perspiciatis consequuntur excepturi neque nam porro unde fugit minus.,2026-03-31 21:19:45,Delivered
NTF0017943,PTNC226,Email,AppointmentReminder,Doloribus vero a veniam sint amet tempora corrupti.,2025-10-09 08:45:18,Delivered
NTF0017944,PTNE360,Email,ReportReady,Perspiciatis aspernatur perferendis vitae quasi aliquid maiores iure facere eius ad earum reiciendis.,2025-08-20 14:36:45,Delivered
NTF0017945,PTNTJ258,Email,VaccinationDue,Iusto dignissimos culpa hic dolores earum deleniti vero eveniet minus inventore eligendi.,2025-07-29 01:29:25,Pending
NTF0017946,PTNE500,WhatsApp,VaccinationDue,Nemo quis ipsam minus sit maiores harum.,2026-06-10 08:13:29,Delivered
NTF0017947,PTNV235,Email,VaccinationDue,Quod nobis id illo commodi possimus.,2025-07-10 02:28:42,Delivered
NTF0017948,PTNC328,SMS,ReportReady,Fugit earum aliquid veniam eos iste incidunt numquam vitae et nobis.,2025-08-03 00:29:37,Delivered
NTF0017949,PTNT112,SMS,PaymentDue,Architecto quae cumque recusandae culpa tempora harum modi nisi.,2026-02-22 18:25:16,Delivered
NTF0017950,PTNT132,SMS,Promotion,Nisi molestiae veniam labore cumque harum vel possimus.,2025-10-13 07:43:34,Delivered
NTF0017951,PTNE204,SMS,PaymentDue,Dolorum sit repellendus ipsa architecto animi id doloribus.,2025-11-21 17:59:50,Pending
NTF0017952,PTNM398,WhatsApp,Promotion,Laborum fuga hic velit illo ut quod totam eos quos placeat quidem ipsam.,2025-11-14 19:03:58,Delivered
NTF0017953,PTNS091,WhatsApp,FollowUp,Earum distinctio minima officiis corrupti itaque optio nemo illo et.,2025-06-22 10:50:57,Delivered
NTF0017954,PTNTJ438,Push,ReportReady,Ex officia dolores delectus explicabo perspiciatis tempora sint magnam.,2025-08-11 14:52:27,Delivered
NTF0017955,PTNCB382,SMS,AppointmentReminder,Architecto enim laudantium consequuntur eius atque velit repellendus vel voluptatibus nam explicabo.,2026-01-25 08:41:12,Delivered
NTF0017956,PTNS343,WhatsApp,VaccinationDue,Vero ratione commodi iste quaerat nesciunt deleniti veritatis quae.,2026-03-06 15:08:02,Delivered
NTF0017957,PTNTN182,Push,FollowUp,Aut soluta placeat libero facere aliquam doloribus.,2025-08-20 23:15:17,Delivered
NTF0017958,PTNH041,Push,Promotion,Dolores ex voluptatem vitae cumque reprehenderit laborum.,2025-10-02 01:34:08,Delivered
NTF0017959,PTNTJ159,Push,AppointmentReminder,Cum eius delectus quam perspiciatis debitis magni facilis eos qui expedita.,2026-06-03 14:57:38,Delivered
NTF0017960,PTNT083,Push,PaymentDue,Temporibus eos maiores itaque architecto maiores odit molestias.,2026-05-12 20:53:10,Delivered
NTF0017961,PTNC133,WhatsApp,Promotion,Accusamus explicabo sint laborum ipsam qui.,2026-01-15 22:57:00,Delivered
NTF0017962,PTNV477,Push,PaymentDue,Sapiente eum corrupti fugiat ipsam fuga deserunt laudantium ullam provident.,2026-02-08 22:15:49,Pending
NTF0017963,PTNM079,WhatsApp,VaccinationDue,Iusto saepe nostrum veniam consequuntur quos itaque nihil est occaecati dolorem maiores quisquam.,2026-02-20 16:26:37,Delivered
NTF0017964,PTNT493,SMS,Promotion,Quo deserunt commodi necessitatibus incidunt porro fugit quaerat illo.,2025-10-27 22:25:06,Delivered
NTF0017965,PTNM220,Email,AppointmentReminder,Ducimus ipsa quibusdam tempora natus illum quas mollitia iusto suscipit id placeat minima.,2025-09-21 05:24:38,Delivered
NTF0017966,PTNH224,Email,ReportReady,Voluptate quia eaque beatae ratione facere assumenda minima earum possimus.,2025-12-02 08:03:03,Delivered
NTF0017967,PTNC384,WhatsApp,Promotion,Molestiae qui voluptatibus veritatis repellat porro in praesentium culpa.,2026-06-08 04:08:44,Delivered
NTF0017968,PTNCB082,WhatsApp,AppointmentReminder,Reiciendis odio neque voluptatum unde vel nam libero atque.,2026-04-16 01:17:20,Failed
NTF0017969,PTNTJ480,WhatsApp,AppointmentReminder,Unde dicta velit omnis quae nostrum placeat.,2026-06-06 19:09:07,Failed
NTF0017970,PTNM137,SMS,FollowUp,Ducimus consequuntur eveniet doloribus impedit occaecati id incidunt et tempore corrupti incidunt.,2026-03-25 03:23:44,Delivered
NTF0017971,PTNM149,Push,VaccinationDue,Nulla natus quidem blanditiis recusandae expedita tenetur.,2025-08-01 08:07:55,Delivered
NTF0017972,PTNT185,Email,AppointmentReminder,Fugit unde in ex provident placeat aut voluptates veritatis.,2025-10-18 12:03:29,Delivered
NTF0017973,PTNT244,Email,Promotion,Eum sequi maiores voluptatem mollitia saepe iure eaque nisi.,2026-04-17 11:37:31,Pending
NTF0017974,PTNTN112,Email,AppointmentReminder,Dignissimos sapiente libero soluta voluptatem reiciendis.,2025-12-05 20:18:37,Delivered
NTF0017975,PTNV188,Push,VaccinationDue,Repellat veniam dolor in nulla assumenda velit non voluptatum.,2025-08-12 11:57:10,Delivered
NTF0017976,PTNCB431,Email,VaccinationDue,Consequuntur est similique doloremque ratione inventore error.,2025-11-11 17:09:44,Delivered
NTF0017977,PTNCB212,WhatsApp,PaymentDue,Repudiandae ipsam sequi laboriosam cumque dolores consectetur.,2026-01-06 14:34:27,Delivered
NTF0017978,PTNV269,WhatsApp,FollowUp,Quibusdam blanditiis sint debitis exercitationem ad animi error animi adipisci.,2026-06-03 20:15:59,Delivered
NTF0017979,PTNTJ266,Push,FollowUp,Voluptatibus a labore natus corporis similique quia eveniet veniam adipisci architecto facere eveniet.,2026-01-11 20:58:09,Delivered
NTF0017980,PTNTJ297,WhatsApp,ReportReady,Aliquid cum quae nobis perspiciatis provident molestiae excepturi repellat recusandae veniam quam.,2025-06-23 11:48:45,Delivered
NTF0017981,PTNTJ024,WhatsApp,ReportReady,Quidem illo reprehenderit ut sapiente nisi minima similique praesentium ullam ipsum minima.,2026-02-27 08:15:09,Delivered
NTF0017982,PTNE048,SMS,ReportReady,Et doloribus saepe sunt earum ipsa maxime dolor quas tenetur quisquam.,2025-07-28 19:58:11,Delivered
NTF0017983,PTNC186,SMS,Promotion,Consequatur quia minima voluptates accusamus itaque unde quibusdam maxime.,2025-10-02 12:55:25,Delivered
NTF0017984,PTNC360,Email,PaymentDue,Quia illum ratione voluptatum ea occaecati.,2025-10-17 14:42:27,Delivered
NTF0017985,PTNS345,Push,PaymentDue,Nemo vero facere perferendis adipisci dolorem explicabo.,2025-08-26 03:48:45,Pending
NTF0017986,PTNTJ144,WhatsApp,ReportReady,Suscipit voluptatem pariatur error optio commodi omnis quisquam sequi.,2026-04-16 04:06:54,Delivered
NTF0017987,PTNV108,WhatsApp,ReportReady,Maxime aperiam dolor inventore recusandae voluptates eum eveniet ex nulla.,2025-07-21 20:00:40,Delivered
NTF0017988,PTNM225,Email,AppointmentReminder,Molestiae soluta incidunt voluptas voluptatibus labore nesciunt corrupti ullam impedit quibusdam ullam.,2026-04-14 11:58:01,Delivered
NTF0017989,PTNC424,Push,Promotion,Rem quos voluptates repellendus eius voluptate accusantium deleniti voluptas consectetur consectetur quidem.,2025-06-16 10:26:46,Delivered
NTF0017990,PTNS143,WhatsApp,PaymentDue,Delectus culpa nesciunt iste maxime deleniti occaecati adipisci quod.,2025-07-16 00:29:54,Delivered
NTF0017991,PTNT415,Push,FollowUp,Sapiente aliquam sed magnam occaecati saepe porro vero illo corrupti illo laudantium.,2026-05-12 16:31:16,Delivered
NTF0017992,PTNM460,Email,AppointmentReminder,Maiores itaque voluptas impedit beatae non quaerat vero illum repellendus quidem doloribus repudiandae.,2025-08-25 12:29:15,Delivered
